site,time,timeout,spp,type,defac,final_N,N_remaining,mass_remaining,cellulose,lignin,carbon,nitrogen,CN,LIG_N
HBR,5,5,TRAE,L,0.268105793,2.160463738,0.960589165,18.86825,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HBR,6,6,TRAE,L,0.268105793,2.627491946,0.593952492,8.78425,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,1,1.0125,ACSA,L,0.252162609,1.690567689,0.93418105,47.4025,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,2,1.9825,ACSA,L,0.252162609,2.164053258,0.640512095,25.68375,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,3,2.9725,ACSA,L,0.252162609,2.070228533,0.636706607,26.74925,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,4,3.9825,ACSA,L,0.252162609,2.216164364,0.66232646,24.89225,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,5,4.9725,ACSA,L,0.252162609,2.537026417,0.478614924,16.2285,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,6,6.016666667,ACSA,L,0.252162609,2.417893898,0.44962039,15.76533333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,7,6.9975,ACSA,L,0.252162609,2.365604035,0.624469081,22.487,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,9,8.9825,ACSA,L,0.252162609,2.561921613,0.714508448,23.6435,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,10,10.03666667,ACSA,L,0.252162609,2.601183632,0.56486702,18.422,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HFR,1,1.0125,DRGL,L,0.252162609,3.734613915,0.755161128,43.43125,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,2,1.9825,DRGL,L,0.252162609,3.78638558,0.43634733,24.5005,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,3,2.9725,DRGL,L,0.252162609,3.702003519,0.3356235,19.17175,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,4,3.9825,DRGL,L,0.252162609,3.138901584,0.296209118,20.047,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,5,4.9725,DRGL,L,0.252162609,3.56490741,0.191554007,11.415,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,6,6.0175,DRGL,L,0.252162609,3.364562317,0.185024423,11.80325,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,7,7.005,DRGL,L,0.252162609,3.100573609,0.212395054,14.4505,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,9,8.9825,DRGL,L,0.252162609,3.376938353,0.182336464,11.50275,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,10,10.0325,DRGL,L,0.252162609,3.191101463,0.162815529,11.14425,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HFR,4,3.9825,LATR,L,0.252162609,4.067549007,0.485213226,27.9345,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
HFR,6,6.0175,LATR,L,0.252162609,3.835596914,0.432441886,26.48,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
HFR,1,1.0125,PIRE,L,0.252162609,0.696256901,0.915236922,78.8215,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,2,1.9825,PIRE,L,0.252162609,1.026221142,1.083365733,64.50125,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,3,2.9725,PIRE,L,0.252162609,1.172185759,0.915992306,47.28375,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,4,3.9825,PIRE,L,0.252162609,1.361499815,0.749055756,32.7235,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,5,4.9725,PIRE,L,0.252162609,1.780479651,0.825538269,27.867,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,6,6.0175,PIRE,L,0.252162609,1.777470293,0.855436093,28.73175,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,7,6.996666667,PIRE,L,0.252162609,1.92940748,0.93610444,29.53333333,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,9,8.9825,PIRE,L,0.252162609,2.18803583,0.841318633,24.00975,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,10,10.0325,PIRE,L,0.252162609,2.084672052,1.22560597,35.86475,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HFR,1,1.0125,QUPR,L,0.252162609,1.651323313,0.893548278,58.72275,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,2,1.9825,QUPR,L,0.252162609,2.114501352,0.650371924,34.6805,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,3,2.976666667,QUPR,L,0.252162609,2.210874583,0.375204954,18.28133333,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,4,3.9825,QUPR,L,0.252162609,2.235032225,0.390447195,18.3395,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,5,4.9725,QUPR,L,0.252162609,2.722271585,0.338021631,13.55775,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,6,6.0175,QUPR,L,0.252162609,2.870627461,0.27155035,10.63675,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,7,6.9975,QUPR,L,0.252162609,2.491330871,0.34276327,14.89275,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,9,8.9825,QUPR,L,0.252162609,2.739988923,0.375909676,14.961,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,10,10.03666667,QUPR,L,0.252162609,2.729821798,0.561428615,22.218,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HFR,1,1.0125,THPL,L,0.252162609,0.982148259,1.116596674,76.36125,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,2,1.9825,THPL,L,0.252162609,1.260575538,0.958729175,52.21,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,3,2.9725,THPL,L,0.252162609,1.376350099,0.975037572,48.04575,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,4,3.9775,THPL,L,0.252162609,1.422030839,0.82360919,38.827,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,5,4.9725,THPL,L,0.252162609,1.86803947,0.708952967,26.77375,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,6,6.0175,THPL,L,0.252162609,1.934084679,0.707529219,24.81375,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,7,6.9975,THPL,L,0.252162609,1.967325646,0.814529226,27.74175,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,9,8.9825,THPL,L,0.252162609,2.086909643,0.9113643,28.92825,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,10,10.0325,THPL,L,0.252162609,2.1728433,0.603151224,18.566,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HFR,1,1.0125,TRAE,L,0.252162609,0.939033706,1.557182197,65.20725,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,2,1.9825,TRAE,L,0.252162609,1.52290828,2.10505679,53.9115,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,3,2.9725,TRAE,L,0.252162609,1.844926268,1.239869324,27.93175,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,4,3.9825,TRAE,L,0.252162609,1.952028651,1.302530927,27.3735,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,5,4.9725,TRAE,L,0.252162609,2.486283583,1.443495683,23.2635,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,6,6.0175,TRAE,L,0.252162609,2.576477034,0.998928485,15.604,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,7,6.9975,TRAE,L,0.252162609,2.582167036,1.039795814,15.3505,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,9,8.9825,TRAE,L,0.252162609,2.628930513,1.211688718,17.89775,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HFR,10,10.0325,TRAE,L,0.252162609,2.886221327,1.355586923,18.345,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JRN,1,1.013333333,ACSA,L,0.107004791,1.196771785,0.873351259,62.152,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JRN,2,2,ACSA,L,0.107004791,1.295197047,0.886558293,58.1545,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JRN,3,2.996666667,ACSA,L,0.107004791,1.232922921,0.690973336,47.701,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JRN,4,4.02,ACSA,L,0.107004791,0.995813953,0.367926375,35.49233333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JRN,5,5.09,ACSA,L,0.107004791,1.517409565,0.194675369,10.906,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JRN,6,6.02,ACSA,L,0.107004791,3.575782202,0.161543867,3.84,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JRN,1,1.013333333,DRGL,L,0.107004791,2.505289789,0.871462364,74.29066667,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JRN,2,2,DRGL,L,0.107004791,3.595897011,0.905057939,54.86175,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JRN,3,2.995,DRGL,L,0.107004791,2.978752312,0.678667235,48.89325,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JRN,4,4.02,DRGL,L,0.107004791,2.94707431,0.5237064,45.01533333,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JRN,5,5.1,DRGL,L,0.107004791,3.30015715,0.356178994,23.061,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JRN,6,6.025,DRGL,L,0.107004791,6.0351839,0.526525167,21.4585,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JRN,7,7.01,DRGL,L,0.107004791,5.297862665,0.14711539,5.933,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JRN,1,1.016666667,PIRE,L,0.107004791,0.555702198,0.808973524,87.25166667,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
JRN,2,2,PIRE,L,0.107004791,0.774057642,0.959340029,75.636,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
JRN,3,2.995,PIRE,L,0.107004791,0.762625528,0.74161413,58.35225,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
JRN,5,5.095,PIRE,L,0.107004791,1.000893753,0.548128738,32.6305,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
JRN,6,6.025,PIRE,L,0.107004791,1.263172483,0.594683583,30.7375,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
JRN,7,7.02,PIRE,L,0.107004791,1.148874033,0.159373236,8.3265,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
JRN,1,1.016666667,QUPR,L,0.107004791,0.989693487,0.797532226,86.693,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JRN,2,2,QUPR,L,0.107004791,1.163825655,0.848626468,78.602,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JRN,3,2.995,QUPR,L,0.107004791,0.985674348,0.660296601,72.25275,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JRN,5,5.095,QUPR,L,0.107004791,0.970999208,0.350333073,38.7545,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JRN,6,6.026666667,QUPR,L,0.107004791,1.997973247,0.45133299,25.327,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JRN,1,1.015,RHMA,L,0.107004791,0.475905659,0.648416906,60.0685,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
JRN,2,2,RHMA,L,0.107004791,0.471571996,0.922538415,86.35175,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
JRN,1,1.02,THPL,L,0.107004791,0.631581201,0.752629784,81.581,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JRN,2,2,THPL,L,0.107004791,0.772489035,0.805851616,70.30133333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JRN,3,2.995,THPL,L,0.107004791,0.693476543,0.665592809,64.6125,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JRN,4,4.02,THPL,L,0.107004791,1.109298989,0.881052501,57.161,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JRN,5,5.1,THPL,L,0.107004791,0.761659245,0.6466865,57.088,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JRN,6,6.02,THPL,L,0.107004791,1.151361977,0.474724931,27.723,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JRN,1,1.013333333,TRAE,L,0.107004791,0.404913278,0.891882563,86.185,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JRN,2,2,TRAE,L,0.107004791,0.425808268,0.92064735,84.45,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JRN,3,2.995,TRAE,L,0.107004791,0.481623636,0.777939889,63.5635,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JRN,4,4.02,TRAE,L,0.107004791,0.406455469,0.763470856,73.449,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JRN,5,5.095,TRAE,L,0.107004791,0.02644803,0.030325853,51.231,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JRN,6,6.025,TRAE,L,0.107004791,3.092838737,0.624319164,7.7305,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JRN,7,7.02,TRAE,L,0.107004791,1.829753381,0.240183608,5.133,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JUN,1,1.43,ACSA,L,0.215495989,1.686785532,1.144979749,57.849,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JUN,2,1.856666667,ACSA,L,0.215495989,1.64303109,0.808584952,41.77533333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JUN,3,2.955,ACSA,L,0.215495989,1.908584904,0.994509098,44.658,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JUN,5,5.05,ACSA,L,0.215495989,1.983724414,0.71163887,30.59075,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
JUN,1,1.43,DRGL,L,0.215495989,3.612550036,0.8428156,49.99766667,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JUN,2,1.856666667,DRGL,L,0.215495989,3.252384131,0.565194162,37.16033333,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JUN,3,2.955,DRGL,L,0.215495989,3.213460089,0.446666326,29.842,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JUN,5,5.05,DRGL,L,0.215495989,3.189143843,0.241266395,15.70175,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
JUN,1,1.43,PIEL,L,0.215495989,0.495653264,1.198809652,88.712,41.338,21.418,54.26,0.36,163.8340763,61.36991993
JUN,2,1.856666667,PIEL,L,0.215495989,0.624829503,1.234035725,73.115,41.338,21.418,54.26,0.36,163.8340763,61.36991993
JUN,3,2.956666667,PIEL,L,0.215495989,0.916360511,1.18764075,46.97533333,41.338,21.418,54.26,0.36,163.8340763,61.36991993
JUN,5,5.05,PIEL,L,0.215495989,1.002922123,1.110570168,40.46,41.338,21.418,54.26,0.36,163.8340763,61.36991993
JUN,1,1.4325,QUPR,L,0.215495989,1.383134574,0.683203679,53.2315,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JUN,2,1.86,QUPR,L,0.215495989,2.155052847,0.768819212,39.129,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JUN,3,2.955,QUPR,L,0.215495989,1.932163082,0.607780048,33.92,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JUN,5,5.05,QUPR,L,0.215495989,1.899897314,0.49936918,28.1705,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
JUN,1,1.4325,THPL,L,0.215495989,1.000761588,1.038460204,70.048,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JUN,2,1.856666667,THPL,L,0.215495989,0.962878445,0.85639431,60.125,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JUN,3,2.955,THPL,L,0.215495989,1.258809401,1.166697644,62.40975,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JUN,5,5.046666667,THPL,L,0.215495989,1.256350277,0.711398266,38.76233333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
JUN,1,1.43,TRAE,L,0.215495989,0.600595963,1.155931911,75.09233333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JUN,2,1.856666667,TRAE,L,0.215495989,0.605171086,1.065221381,69.25833333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JUN,3,2.955,TRAE,L,0.215495989,1.270526309,1.488269298,47.911,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
JUN,5,5.05,TRAE,L,0.215495989,1.503915471,1.094960077,30.79,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,1,0.88,ACSA,L,0.290839181,1.796777622,1.213179531,57.57625,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,2,1.88,ACSA,L,0.290839181,1.105651106,0.485174765,39.687,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,3,2.92,ACSA,L,0.290839181,1.472136185,0.575487793,33.04933333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,4,3.93,ACSA,L,0.290839181,1.669952155,0.465641193,20.11633333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,5,4.98,ACSA,L,0.290839181,1.006716469,0.363772645,30.4755,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,6,5.95,ACSA,L,0.290839181,3.419292702,1.17717646,28.42175,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,7,6.92,ACSA,L,0.290839181,2.422071796,0.2568135,8.336,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,8,7.91,ACSA,L,0.290839181,4.62162728,0.745606147,14.606,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KBS,1,0.88,DRGL,L,0.290839181,4.969011404,1.049571293,45.1565,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KBS,2,1.88,DRGL,L,0.290839181,6.825981068,1.353699229,48.50925,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KBS,3,2.92,DRGL,L,0.290839181,4.719670872,0.543655251,23.49766667,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KBS,4,3.93,DRGL,L,0.290839181,2.330553774,0.047402513,4.346,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KBS,6,5.95,DRGL,L,0.290839181,4.136563586,0.276490636,14.24425,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KBS,7,6.92,DRGL,L,0.290839181,7.242096897,0.330641284,10.2025,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KBS,8,7.91,DRGL,L,0.290839181,3.46157419,0.013109542,0.77,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KBS,2,1.88,PIEL,L,0.290839181,0.749640514,1.636731442,78.984,41.338,21.418,54.26,0.36,163.8340763,61.36991993
KBS,4,3.93,PIEL,L,0.290839181,1.036525918,2.501538753,87.58075,41.338,21.418,54.26,0.36,163.8340763,61.36991993
KBS,1,0.88,PIRE,L,0.290839181,0.837868365,1.059024015,75.3735,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,2,1.88,PIRE,L,0.290839181,1.2666129,1.420294194,66.64933333,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,3,2.92,PIRE,L,0.290839181,1.081252574,1.164655536,65.53975,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,4,3.93,PIRE,L,0.290839181,1.290119183,1.229113536,57.66075,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,5,4.98,PIRE,L,0.290839181,1.218719283,1.536322744,76.49533333,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,6,5.95,PIRE,L,0.290839181,1.604805242,1.632902298,60.91825,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,7,6.92,PIRE,L,0.290839181,1.409493049,1.051496201,45.21625,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,8,7.91,PIRE,L,0.290839181,1.597417023,1.283088795,48.14525,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KBS,1,0.88,QUPR,L,0.290839181,1.371320512,0.89049525,69.86925,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,2,1.88,QUPR,L,0.290839181,10.41456016,2.765319088,28.605,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,3,2.92,QUPR,L,0.290839181,1.695158192,0.899279645,55.2565,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,4,3.93,QUPR,L,0.290839181,1.996403645,0.641690298,35.03766667,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,5,4.98,QUPR,L,0.290839181,1.143852001,0.597226814,64.25,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,6,5.95,QUPR,L,0.290839181,2.017119924,0.65904827,34.8575,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,7,6.92,QUPR,L,0.290839181,2.047054112,0.378240849,18.7265,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,8,7.91,QUPR,L,0.290839181,2.671903482,0.424157685,17.64333333,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
KBS,1,0.88,RHMA,L,0.290839181,0.625790515,1.171582603,82.40175,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
KBS,2,1.88,RHMA,L,0.290839181,1.205201395,0.680823927,24.367,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
KBS,3,2.92,RHMA,L,0.290839181,1.07116648,1.076697448,41.32466667,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
KBS,1,0.88,THPL,L,0.290839181,1.048326652,1.183231614,75.6275,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,2,1.88,THPL,L,0.290839181,1.816365129,1.73974682,64.078,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,3,2.92,THPL,L,0.290839181,1.439224146,1.388418828,65.12825,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,4,3.93,THPL,L,0.290839181,1.431913666,0.966508692,48.91425,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,5,4.98,THPL,L,0.290839181,1.112901695,0.898914586,57.9775,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,6,5.95,THPL,L,0.290839181,1.676069535,0.585172477,22,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,7,6.92,THPL,L,0.290839181,1.606600383,0.735391198,30.1615,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,8,7.91,THPL,L,0.290839181,2.615613739,1.106128349,32.4365,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
KBS,1,0.88,TRAE,L,0.290839181,0.686531723,1.038546577,60.98375,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,2,1.88,TRAE,L,0.290839181,0.703729768,0.800719664,45.11075,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,3,2.92,TRAE,L,0.290839181,0.673053498,0.533853479,28.67425,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,4,3.93,TRAE,L,0.290839181,2.334855789,0.289476182,4.8115,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,5,4.98,TRAE,L,0.290839181,0.371696035,0.237564522,24.992,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,6,5.95,TRAE,L,0.290839181,5.311347618,1.316880259,10.00025,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,7,6.92,TRAE,L,0.290839181,3.920237846,1.057422339,10.5865,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KBS,8,7.91,TRAE,L,0.290839181,5.622029464,0.414683987,2.784333333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
KNZ,1,1.035,ACSA,L,0.30575862,0.982061112,0.929607651,80.5205,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,2,2.04,ACSA,L,0.30575862,1.333507977,1.005508732,64.33925,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,3,3.066666667,ACSA,L,0.30575862,1.591882059,1.002674,53.85366667,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,4,4.06,ACSA,L,0.30575862,1.940397182,1.070768535,46.88433333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,5,5.08,ACSA,L,0.30575862,2.780964153,1.366933269,43.6095,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,6,6.15,ACSA,L,0.30575862,2.305385276,0.890742811,32.75233333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,7,7.1,ACSA,L,0.30575862,2.46382426,0.911923708,33.2505,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,8,8.105,ACSA,L,0.30575862,2.362239089,1.003046687,35.0145,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,9,9.13,ACSA,L,0.30575862,2.817789567,1.046184743,31.573,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
KNZ,1,1.03,DRGL,L,0.30575862,2.233009709,0.830420172,79.459,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KNZ,2,2.06,DRGL,L,0.30575862,2.178480593,0.690219278,67.697,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KNZ,3,3.06,DRGL,L,0.30575862,3.638363614,0.235241199,16.861,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KNZ,5,5.07,DRGL,L,0.30575862,3.609341826,0.053675519,3.177,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KNZ,6,6.15,DRGL,L,0.30575862,4.21686747,0.298026027,15.101,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KNZ,7,7.09,DRGL,L,0.30575862,4.223451626,0.083467024,4.223,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KNZ,8,8.105,DRGL,L,0.30575862,6.090929921,0.107516824,4.065,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
KNZ,5,5.08,PIEL,L,0.30575862,0.852493038,1.538012873,65.91,41.338,21.418,54.26,0.36,163.8340763,61.36991993
KNZ,8,8.105,PIEL,L,0.30575862,1.099231988,2.003018142,66.7945,41.338,21.418,54.26,0.36,163.8340763,61.36991993
KNZ,1,1.035,PIRE,L,0.30575862,0.522178788,0.787267136,90.44625,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KNZ,2,2.04,PIRE,L,0.30575862,0.568120135,0.779630077,82.3785,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KNZ,3,3.066666667,PIRE,L,0.30575862,0.705502706,0.788174644,67.62,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
KNZ,4,4.06,PIRE,L,0.30575862,1.009355049,0.938488341,55.87,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
